Variable,VariableL1,Unit,VarGroup
AR6 climate diagnostics|Effective Radiative Forcing|Basket|Greenhouse Gases|CICERO-SCM|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|Basket|Greenhouse Gases|FaIRv1.6.2|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|Basket|Non-CO2 Greenhouse Gases|CICERO-SCM|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|Basket|Non-CO2 Greenhouse Gases|FaIRv1.6.2|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|CH4|CICERO-SCM|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|CH4|FaIRv1.6.2|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|CICERO-SCM|33.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|CICERO-SCM|5.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|CICERO-SCM|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|CICERO-SCM|67.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|CICERO-SCM|95.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|CO2|CICERO-SCM|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|CO2|FaIRv1.6.2|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|FaIRv1.6.2|33.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|FaIRv1.6.2|5.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|FaIRv1.6.2|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|FaIRv1.6.2|67.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|FaIRv1.6.2|95.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|MAGICCv7.5.3|33.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|MAGICCv7.5.3|5.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|MAGICCv7.5.3|50.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|MAGICCv7.5.3|67.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Effective Radiative Forcing|MAGICCv7.5.3|95.0th Percentile,AR6 climate diagnostics,W/m^2,Emissions & Climate
AR6 climate diagnostics|Emissions|Kyoto Gases (AR5-GWP100),AR6 climate diagnostics,Mt CO2-equiv/yr,Emissions & Climate
AR6 climate diagnostics|Emissions|Kyoto Gases (AR6-GWP100),AR6 climate diagnostics,Mt CO2-equiv/yr,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 1.5C|CICERO-SCM,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 1.5C|FaIRv1.6.2,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 1.5C|MAGICCv7.5.3,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 2.0C|CICERO-SCM,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 2.0C|FaIRv1.6.2,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 2.0C|MAGICCv7.5.3,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 2.5C|CICERO-SCM,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 2.5C|FaIRv1.6.2,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 2.5C|MAGICCv7.5.3,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 3.0C|CICERO-SCM,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 3.0C|FaIRv1.6.2,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Exceedance Probability 3.0C|MAGICCv7.5.3,AR6 climate diagnostics,dimensionless,Emissions & Climate
AR6 climate diagnostics|Infilled|Emissions|CH4,AR6 climate diagnostics,Mt CH4/yr,Emissions & Climate
AR6 climate diagnostics|Infilled|Emissions|CO2,AR6 climate diagnostics,Mt CO2/yr,Emissions & Climate
AR6 climate diagnostics|Infilled|Emissions|F-Gases,AR6 climate diagnostics,Mt CO2/yr,Emissions & Climate
AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR5-GWP100),AR6 climate diagnostics,Mt CO2-equiv/yr,Emissions & Climate
AR6 climate diagnostics|Infilled|Emissions|Kyoto Gases (AR6-GWP100),AR6 climate diagnostics,Mt CO2-equiv/yr,Emissions & Climate
AR6 climate diagnostics|Infilled|Emissions|N2O,AR6 climate diagnostics,kt N2O/yr,Emissions & Climate
AR6 climate diagnostics|Native-with-Infilled|Emissions|Kyoto Gases (AR5-GWP100),AR6 climate diagnostics,Mt CO2-equiv/yr,Emissions & Climate
AR6 climate diagnostics|Native-with-Infilled|Emissions|Kyoto Gases (AR6-GWP100),AR6 climate diagnostics,Mt CO2-equiv/yr,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|CICERO-SCM|10.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|CICERO-SCM|16.7th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|CICERO-SCM|33.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|CICERO-SCM|5.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|CICERO-SCM|50.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|CICERO-SCM|67.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|CICERO-SCM|83.3th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|CICERO-SCM|90.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|CICERO-SCM|95.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|FaIRv1.6.2|10.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|FaIRv1.6.2|16.7th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|FaIRv1.6.2|33.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|FaIRv1.6.2|5.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|FaIRv1.6.2|50.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|FaIRv1.6.2|67.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|FaIRv1.6.2|83.3th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|FaIRv1.6.2|90.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|FaIRv1.6.2|95.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|10.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|16.7th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|33.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|5.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|50.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|67.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|83.3th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|90.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
AR6 climate diagnostics|Surface Temperature (GSAT)|MAGICCv7.5.3|95.0th Percentile,AR6 climate diagnostics,K,Emissions & Climate
Agricultural Demand|Crops,Agricultural Demand,million t DM/yr,AgLU
Agricultural Demand|Livestock,Agricultural Demand,million t DM/yr,AgLU
Agricultural Production|Energy|Crops,Agricultural Production,million t DM/yr,AgLU
Agricultural Production|Non-Energy|Crops,Agricultural Production,million t DM/yr,AgLU
Agricultural Production|Non-Energy|Livestock,Agricultural Production,million t DM/yr,AgLU
Capacity|Electricity,Capacity,GW,Energy
Capacity|Electricity|Biomass,Capacity,GW,Energy
Capacity|Electricity|Coal,Capacity,GW,Energy
Capacity|Electricity|Fossil,Capacity,GW,Energy
Capacity|Electricity|Gas,Capacity,GW,Energy
Capacity|Electricity|Geothermal,Capacity,GW,Energy
Capacity|Electricity|Hydro,Capacity,GW,Energy
Capacity|Electricity|Non-Biomass Renewables,Capacity,GW,Energy
Capacity|Electricity|Nuclear,Capacity,GW,Energy
Capacity|Electricity|Oil,Capacity,GW,Energy
Capacity|Electricity|Renewables (incl. Biomass),Capacity,GW,Energy
Capacity|Electricity|Solar,Capacity,GW,Energy
Capacity|Electricity|Wind,Capacity,GW,Energy
Carbon Sequestration|CCS,Carbon Sequestration,Mt CO2/yr,Emissions & Climate
Carbon Sequestration|CCS|Biomass,Carbon Sequestration,Mt CO2/yr,Emissions & Climate
Carbon Sequestration|CCS|Fossil,Carbon Sequestration,Mt CO2/yr,Emissions & Climate
Carbon Sequestration|Land Use,Carbon Sequestration,Mt CO2/yr,Emissions & Climate
Carbon Sequestration|Land Use|Afforestation,Carbon Sequestration,Mt CO2/yr,Emissions & Climate
Consumption,Consumption,billion US$2010/yr,Macroeconomic
Emissions|BC,Emissions,Mt BC/yr,Emissions & Climate
Emissions|CH4,Emissions,Mt CH4/yr,Emissions & Climate
Emissions|CH4|AFOLU,Emissions,Mt CH4/yr,Emissions & Climate
Emissions|CH4|Energy,Emissions,Mt CH4/yr,Emissions & Climate
Emissions|CO,Emissions,Mt CO/yr,Emissions & Climate
Emissions|CO2,Emissions,Mt CO2/yr,Emissions & Climate
Emissions|CO2|AFOLU,Emissions,Mt CO2/yr,Emissions & Climate
Emissions|CO2|Energy and Industrial Processes,Emissions,Mt CO2/yr,Emissions & Climate
Emissions|CO2|Energy|Demand,Emissions,Mt CO2/yr,Emissions & Climate
Emissions|CO2|Energy|Demand|Industry,Emissions,Mt CO2/yr,Emissions & Climate
Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions,Mt CO2/yr,Emissions & Climate
Emissions|CO2|Energy|Supply,Emissions,Mt CO2/yr,Emissions & Climate
Emissions|CO2|Energy|Supply|Electricity,Emissions,Mt CO2/yr,Emissions & Climate
Emissions|F-Gases,Emissions,Mt CO2-equiv/yr,Emissions & Climate
Emissions|HFC|HFC125,Emissions,kt HFC125/yr,Emissions & Climate
Emissions|HFC|HFC134a,Emissions,kt HFC134a/yr,Emissions & Climate
Emissions|HFC|HFC143a,Emissions,kt HFC143a/yr,Emissions & Climate
Emissions|HFC|HFC227ea,Emissions,kt HFC227ea/yr,Emissions & Climate
Emissions|HFC|HFC23,Emissions,kt HFC23/yr,Emissions & Climate
Emissions|HFC|HFC32,Emissions,kt HFC32/yr,Emissions & Climate
Emissions|HFC|HFC43-10,Emissions,kt HFC43-10/yr,Emissions & Climate
Emissions|Kyoto Gases,Emissions,Mt CO2-equiv/yr,Emissions & Climate
Emissions|N2O,Emissions,kt N2O/yr,Emissions & Climate
Emissions|N2O|AFOLU,Emissions,kt N2O/yr,Emissions & Climate
Emissions|NH3,Emissions,Mt NH3/yr,Emissions & Climate
Emissions|NOx,Emissions,Mt NO2/yr,Emissions & Climate
Emissions|OC,Emissions,Mt OC/yr,Emissions & Climate
Emissions|PFC,Emissions,kt CF4-equiv/yr,Emissions & Climate
Emissions|SF6,Emissions,kt SF6/yr,Emissions & Climate
Emissions|Sulfur,Emissions,Mt SO2/yr,Emissions & Climate
Emissions|VOC,Emissions,Mt VOC/yr,Emissions & Climate
Final Energy,Final Energy,EJ/yr,Energy
Final Energy|Electricity,Final Energy,EJ/yr,Energy
Final Energy|Gases,Final Energy,EJ/yr,Energy
Final Energy|Heat,Final Energy,EJ/yr,Energy
Final Energy|Industry,Final Energy,EJ/yr,Energy
Final Energy|Liquids,Final Energy,EJ/yr,Energy
Final Energy|Residential and Commercial,Final Energy,EJ/yr,Energy
Final Energy|Solids,Final Energy,EJ/yr,Energy
Final Energy|Solids|Biomass,Final Energy,EJ/yr,Energy
Final Energy|Solids|Coal,Final Energy,EJ/yr,Energy
Final Energy|Transportation,Final Energy,EJ/yr,Energy
Final Energy|Transportation|Electricity,Final Energy,EJ/yr,Energy
Final Energy|Transportation|Liquids,Final Energy,EJ/yr,Energy
Food Demand,Food Demand,kcal/cap/day,AgLU
Food Demand|Crops,Food Demand,kcal/cap/day,AgLU
Food Demand|Livestock,Food Demand,kcal/cap/day,AgLU
GDP|PPP,GDP,billion US$2010/yr,Macroeconomic
Land Cover|Built-up Area,Land Cover,million ha,AgLU
Land Cover|Cropland,Land Cover,million ha,AgLU
Land Cover|Cropland|Energy Crops,Land Cover,million ha,AgLU
Land Cover|Forest,Land Cover,million ha,AgLU
Land Cover|Pasture,Land Cover,million ha,AgLU
Population,Population,million,Macroeconomic
Price|Carbon,Price,US$2010/t CO2,Macroeconomic
Primary Energy,Primary Energy,EJ/yr,Energy
Primary Energy|Biomass,Primary Energy,EJ/yr,Energy
Primary Energy|Biomass|Modern|w/ CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Biomass|Modern|w/o CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Coal,Primary Energy,EJ/yr,Energy
Primary Energy|Coal|w/ CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Coal|w/o CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Fossil,Primary Energy,EJ/yr,Energy
Primary Energy|Fossil|w/ CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Fossil|w/o CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Gas,Primary Energy,EJ/yr,Energy
Primary Energy|Gas|w/ CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Gas|w/o CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Geothermal,Primary Energy,EJ/yr,Energy
Primary Energy|Hydro,Primary Energy,EJ/yr,Energy
Primary Energy|Non-Biomass Renewables,Primary Energy,EJ/yr,Energy
Primary Energy|Nuclear,Primary Energy,EJ/yr,Energy
Primary Energy|Oil,Primary Energy,EJ/yr,Energy
Primary Energy|Oil|w/ CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Oil|w/o CCS,Primary Energy,EJ/yr,Energy
Primary Energy|Other,Primary Energy,EJ/yr,Energy
Primary Energy|Renewables (incl. Biomass),Primary Energy,EJ/yr,Energy
Primary Energy|Secondary Energy Trade,Primary Energy,EJ/yr,Energy
Primary Energy|Solar,Primary Energy,EJ/yr,Energy
Primary Energy|Wind,Primary Energy,EJ/yr,Energy
Secondary Energy|Electricity,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Biomass,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Biomass|w/ CCS,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Biomass|w/o CCS,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Coal,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Coal|w/ CCS,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Coal|w/o CCS,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Fossil,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Gas,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Gas|w/ CCS,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Gas|w/o CCS,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Geothermal,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Hydro,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Non-Biomass Renewables,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Nuclear,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Oil,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Renewables (incl. Biomass),Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Solar,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Wind,Secondary Energy,EJ/yr,Energy
Secondary Energy|Gases,Secondary Energy,EJ/yr,Energy
Secondary Energy|Gases|Natural Gas,Secondary Energy,EJ/yr,Energy
Secondary Energy|Heat,Secondary Energy,EJ/yr,Energy
Secondary Energy|Heat|Geothermal,Secondary Energy,EJ/yr,Energy
Secondary Energy|Heat|Non-Biomass Renewables,Secondary Energy,EJ/yr,Energy
Secondary Energy|Heat|Renewables (incl. Biomass),Secondary Energy,EJ/yr,Energy
Secondary Energy|Liquids,Secondary Energy,EJ/yr,Energy
Secondary Energy|Liquids|Biomass,Secondary Energy,EJ/yr,Energy
Secondary Energy|Liquids|Oil,Secondary Energy,EJ/yr,Energy
Capacity|Electricity|Solar|PV,Capacity,GW,Energy
Capacity|Electricity|Wind|Onshore,Capacity,GW,Energy
Emissions|CO2|Energy,Emissions,Mt CO2/yr,Emissions & Climate
Emissions|N2O|Energy,Emissions,kt N2O/yr,Emissions & Climate
Final Energy|Geothermal,Final Energy,EJ/yr,Energy
Final Energy|Hydrogen,Final Energy,EJ/yr,Energy
Final Energy|Solar,Final Energy,EJ/yr,Energy
GDP|MER,GDP,billion US$2010/yr,Macroeconomic
Land Cover,Land Cover,million ha,AgLU
Policy Cost|Consumption Loss,Policy Cost,billion US$2010/yr,Macroeconomic
Policy Cost|GDP Loss,Policy Cost,billion US$2010/yr,Macroeconomic
Secondary Energy|Electricity|Oil|w/ CCS,Secondary Energy,EJ/yr,Energy
Secondary Energy|Electricity|Oil|w/o CCS,Secondary Energy,EJ/yr,Energy
Ecotoxicity|Freshwater|Electricity,Ecotoxicity,"Mt 1,4-DCB-eq",Environment
Ecotoxicity|Marine|Electricity,Ecotoxicity,"Mt 1,4-DCB-eq",Environment
Emissions|PM2.5,Emissions,Mt PM2.5,Emissions & Climate
Eutrophication|Marine|Electricity,Eutrophication,Tg N-eq/yr,Environment
Fertilizer Use|Nitrogen,Fertilizer Use,Tg N/yr,Fertilizer
Human Toxicity|Electricity,Human Toxicity,"Mt 1,4-DCB-eq",Environment
Investment|Energy Efficiency,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Biomass|w/ CCS,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Biomass|w/o CCS,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Coal|w/ CCS,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Coal|w/o CCS,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Gas|w/ CCS,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Gas|w/o CCS,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Geothermal,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Hydro,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Non-Biomass Renewables,Investment,billion US$2010/yr,Macroeconomic
Investment|Energy Supply|Electricity|Nuclear,Investment,billion US$2010/yr,Macroeconomic
